COMMON NAME,OBSERVATION COUNT,STATE,STATE CODE,COUNTY,COUNTY CODE,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,GROUP IDENTIFIER,APPROVED,SPECIES COMMENTS
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Big Tops,L1490793,P,-42.8126876,171.7013261,1989-02-12,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Upper Poulter Valley,L1490792,P,-42.79608,171.7456872,1989-02-10,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Karapuku Stream,L1490825,P,-42.8005941,171.7468179,1989-03-08,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Taipoiti River,L1490830,P,-42.9449441,171.4105325,1989-04-04,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Otira Gorge,L1490835,P,-42.8962182,171.5366979,1989-09-03,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Upper County,L1490887,P,-43.176855,170.8878055,1989-11-12,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Fox Glacier--Minnehaha Walk,L7576867,H,-43.468811,170.0173525,1995-11-15,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Arthur's Pass NP -- Otira Valley Walk,L521326,H,-42.8998,171.5573,1996-11-01,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Fox Glacier Village,L3325330,H,-43.4613465,170.0165176,1998-04-08,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Brewster Hut,L780869,P,-44.088,169.4127,2008-01-20,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Callery Gorge Walk,L3502734,H,-43.3879064,170.1850837,2008-03-28,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Steadman Saddle,L629787,P,-43.0540883,171.1378098,2008-12-28,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,"Above Brewster Hut, on ridge, on way up to Mt Armstrong",L780813,P,-44.0916,169.4293,2009-03-02,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Bevan,L1078544,P,-44.3918606,168.6860223,2010-04-08,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Bevan,L1078544,P,-44.3918606,168.6860223,2010-08-04,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Saddle at 1900m between Mt Armstrong and Mt Brewster,L1078512,P,-44.0914154,169.4324212,2010-10-26,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Saddle at 1900m between Mt Armstrong and Mt Brewster,L1078512,P,-44.0914154,169.4324212,2010-10-26,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Brewster Hut,L780869,P,-44.088,169.4127,2010-12-30,,1.0,Hopping on a rock
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Arthur's Pass NP -- Otira Valley Walk,L521326,H,-42.8998,171.5573,2011-01-25,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Otira Valley boulderfield,L1075501,P,-42.8962104,171.5400794,2011-01-09,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Brewster Track,L780884,P,-44.0816,169.3906,2011-02-17,,1.0,possibly riflemen?
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Otetake River headwaters between Falling Mountain and Amber col,L16374490,P,-42.9045347,171.6933075,2011-03-12,,1.0,
South Island Wren,10.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Lake Greaney,L5204425,P,-44.0919004,168.7881947,2011-03-30,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Lathrop Saddle,L1426224,P,-42.9221148,171.2765121,2012-02-18,,1.0,"Even got a very good photo, if wanted/required"
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Westland Tai Poutini NP -- Fox Glacier Walk,L521330,H,-43.495935,170.0429106,2012-05-19,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Arthur's Pass NP--Otira Viaduct Lookout,L521325,H,-42.8882557,171.5564167,2012-11-15,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Otira Valley,L1841968,P,-42.8969643,171.5334892,2012-12-19,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,"Arthur's Pass, Arthur's Pass National Park 14408 Otira Highway",L3541613,P,-42.89683,171.53099,2013-01-04,,1.0,
South Island Wren,4.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Douglas Valley from Horace Walker hut to Harper Rock Biv,L2092281,P,-43.6976655,169.9691391,2013-03-13,,1.0,One pair seen along bluff route at northern end of Douglas Lake. One pair seen on moraine beside stream below Harper Rock biv.
South Island Wren,3.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,"Point 1476, Paringa Tops",L7409677,P,-43.7708668,169.4471577,2014-01-20,,1.0,A pair and a single male
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Arthur's Pass NP--Otira Valley Track,L8010329,H,-42.898151,171.5439015,2014-03-12,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Otira Valley,L29656773,P,-42.8965497,171.5375052,2014-11-13,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Otira Valley,L3201144,P,-42.8957477,171.5345675,2014-11-14,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Arthur's Pass NP -- Otira Valley Walk,L521326,H,-42.8998,171.5573,2014-11-24,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Otira Gorge,L10611277,P,-42.8974,171.554,2014-11-24,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Otira Valley,L3196284,P,-42.8960873,171.5401065,2014-12-05,,1.0,
South Island Wren,3.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Arthur's Pass NP -- Otira Valley Walk,L521326,H,-42.8998,171.5573,2015-04-05,,1.0,3 definitely seen.  Possibly there were one or two more.  Just above where the track sidles past the stream and the valley opens out.  Got some good photos.  Sat and watched them for about half an hour.  I think sexes were probably 1 male 2 females but can't be sure.
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Arthur's Pass NP -- Otira Valley Walk,L521326,H,-42.8998,171.5573,2016-02-23,,1.0,
South Island Wren,6.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,"Mackenzie Creek, Landsborough Valley",L5246972,P,-43.9471027,169.7043085,2017-01-06,,1.0,6 Rockwren amongst a boulder field halfway down Mackenzie Creek.
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Harris Basin,L6124325,P,-44.7320124,168.1959948,2017-02-07,,1.0,2 seen
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Arthur's Pass NP -- Otira Valley Walk,L521326,H,-42.8998,171.5573,2018-04-24,,1.0,Pair seen well
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Arthur's Pass NP -- Otira Valley Walk,L521326,H,-42.8998,171.5573,2018-09-11,,1.0,Pair; photos; second waterfall up from foot bridge right along river;
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Otira Valley,L8112958,P,-42.8229236,171.5628493,2018-10-27,,1.0,Viewed by all 13 birders.
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,La Perouse Glacier,L13018761,P,-43.5753088,170.0484102,2019-01-29,,1.0,Heard and then seen by all on a small ridge of boulders/scree and tussock/moss very close to glacier edge.
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,"(-43.7853,169.8414)",L8523495,P,-43.785312,169.841421,2019-01-30,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Aspiring NP--Liverpool Hut,L6187894,H,-44.4310831,168.6652435,2019-02-03,,1.0,1 near hut briefly
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,"Arawhata River, Jackson Bay NZ-West Coast (-44.3677,168.4850)",L9910982,P,-44.367747,168.485015,2019-03-18,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Arthur's Pass NP -- Otira Valley Walk,L521326,H,-42.8998,171.5573,2019-06-14,,1.0,A pair among the rocks
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Watney,L14918757,P,-44.0447716,168.8349117,2019-06-28,,1.0,"Pair foraging in small, bouldery gully with low tussock"
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Arthur's Pass NP -- Otira Valley Walk,L521326,H,-42.8998,171.5573,2019-07-05,,1.0,Known population. Single bird about 1 kilometer down track. 
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Arthur's Pass NP -- Otira Valley Walk,L521326,H,-42.8998,171.5573,2019-11-30,,1.0,"Past the foot bridge and above the falls in the boulder field. Heard one calling and got amazing views, a second bird was calling further up but I didn’t get a view."
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Arthur's Pass NP -- Otira Valley Walk,L521326,H,-42.8998,171.5573,2019-11-25,,1.0,"Known population, one female seen well contact calling from a large pile of boulders."
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Arthur's Pass NP -- Otira Valley Walk,L521326,H,-42.8998,171.5573,2019-11-26,,1.0,"Pair, photographed extremely well."
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Zeilian Creek Z15,L35328771,P,-43.868537,169.502435,2020-01-21,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Copland COP11,L35328784,P,-43.652,170.068,2020-01-26,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Copland COP2,L35328782,P,-43.6491,170.0594,2020-01-24,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Zeilian Creek Z10,L35328760,P,-43.869655,169.483754,2020-01-19,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Zeilian Creek Z18,L35328770,P,-43.865834,169.497973,2020-01-21,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,AH136,L13918266,P,-43.7765996,169.6459306,2020-01-08,,1.0,"08/01/2020 & 09/01/2020. [08/01/2020 outside of survey date range, survey started on 09/01/2020, ended on 10/01/2020] Heard and seen around camp (just within 234m of plot)"
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Zeilian Creek Z20,L35328761,P,-43.8661,169.5009,2020-01-19,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE16,L35328779,P,-43.7420737,169.8869411,2020-01-23,,1.0,
South Island Wren,3.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Alba ALBA14,L35328725,P,-44.150804,168.959576,2020-01-14,,1.0,
South Island Wren,3.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Alba ALBA16,L35328722,P,-44.15648,168.96693,2020-01-15,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Marks Range MARKS18,L35328750,P,-43.955348,169.111757,2020-01-18,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE3,L35328775,P,-43.735435,169.891913,2020-01-24,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,AH136,L13918266,P,-43.7765996,169.6459306,2020-01-09,,1.0,"08/01/2020 & 09/01/2020. [08/01/2020 outside of survey date range, survey started on 09/01/2020, ended on 10/01/2020] Heard and seen around camp (just within 234m of plot)"
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Marks Range MARKS10,L35328740,P,-43.954125,169.083669,2020-01-17,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Zeilian Creek Z3,L35328773,P,-43.867119,169.468457,2020-01-21,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE15,L35328778,P,-43.7433869,169.894498,2020-01-24,,1.0,
South Island Wren,4.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE8,L35328788,P,-43.736022,169.910488,2020-01-24,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Zeilian Creek Z5,L35328774,P,-43.86377,169.466247,2020-01-21,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE20,L35328794,P,-43.74058,169.876761,2020-01-24,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE21,L35328795,P,-43.7450021,169.8817471,2020-01-24,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Marks Range MARKS3,L35328741,P,-43.955033,169.071789,2020-01-16,,1.0,
South Island Wren,3.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Marks Range MARKS4,L35328747,P,-43.950878,169.069028,2020-01-17,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Zeilian Creek Z4,L35328769,P,-43.864458,169.463609,2020-01-21,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Marks Range MARKS22,L35328751,P,-43.957804,169.096644,2020-01-18,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Alba ALBA14,L35328725,P,-44.150804,168.959576,2020-01-15,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Alba ALBA13,L35328730,P,-44.152085,168.963404,2020-01-14,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Marks Range MARKS9,L35328745,P,-43.956912,169.069861,2020-01-16,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE12,L35328791,P,-43.74079,169.909554,2020-01-24,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Marks Range MARKS20,L35328743,P,-43.954996,169.100001,2020-01-16,,1.0,
South Island Wren,3.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Alba ALBA8,L35328720,P,-44.162742,168.971677,2020-01-13,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Alba ALBA4,L35328728,P,-44.16552,168.965316,2020-01-14,,1.0,
South Island Wren,4.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Alba ALBA4,L35328728,P,-44.16552,168.965316,2020-01-15,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Marks Range MARKS7,L35328746,P,-43.951243,169.063949,2020-01-17,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE10,L35328789,P,-43.739544,169.914285,2020-01-26,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Alba ALBA11,L35328723,P,-44.156168,168.968735,2020-01-15,,1.0,
South Island Wren,4.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE8,L35328788,P,-43.736022,169.910488,2020-01-26,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Marks Range MARKS19,L35328748,P,-43.954386,169.105296,2020-01-18,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE15,L35328778,P,-43.7433869,169.894498,2020-01-23,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Zeilian Creek Z7,L35328768,P,-43.86236,169.470498,2020-01-21,,1.0,
South Island Wren,3.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE9,L35328777,P,-43.737943,169.910854,2020-01-24,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE6,L35328787,P,-43.736873,169.906182,2020-01-24,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Arthur's Pass NP -- Otira Valley Walk,L521326,H,-42.8998,171.5573,2020-01-10,,1.0,Was in the same area we saw a pair in December 2016. Was only brief sighting by eye then binoculars. Was seen flying in then on a rock bobbing up and down then went down between boulders. We were seated and searching for the birds.
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Alba ALBA12,L35328729,P,-44.153401,168.965869,2020-01-14,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Marks Range MARKS20,L35328743,P,-43.954996,169.100001,2020-01-17,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE7,L35328776,P,-43.737958,169.903408,2020-01-23,,1.0,
South Island Wren,3.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Alba ALBA9,L35328737,P,-44.158755,168.974129,2020-01-15,,1.0,
South Island Wren,3.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Zeilian Creek Z20,L35328761,P,-43.8661,169.5009,2020-01-21,,1.0,
South Island Wren,4.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Marks Range MARKS20,L35328743,P,-43.954996,169.100001,2020-01-18,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE16,L35328779,P,-43.7420737,169.8869411,2020-01-24,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE2,L35328785,P,-43.736554,169.8885684,2020-01-24,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE6,L35328787,P,-43.736873,169.906182,2020-01-26,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Alba ALBA7,L35328721,P,-44.164438,168.965261,2020-01-13,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Alba ALBA5,L35328731,P,-44.167436,168.969334,2020-01-14,,1.0,
South Island Wren,3.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE13,L35328792,P,-43.741764,169.905832,2020-01-24,,1.0,
South Island Wren,3.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Marks Range MARKS10,L35328740,P,-43.954125,169.083669,2020-01-16,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Copland COP17,L35328780,P,-43.6527,170.0747,2020-01-24,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Copland COP5,L35328783,P,-43.645614,170.057839,2020-01-24,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Copland COP10,L35328797,P,-43.650719,170.06832,2020-01-26,,1.0,
South Island Wren,4.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Alba ALBA15,L35328724,P,-44.154843,168.963581,2020-01-15,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Zeilian Creek Z2,L35328762,P,-43.867035,169.476656,2020-01-19,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Alba ALBA6,L35328727,P,-44.16203,168.965863,2020-01-14,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE18,L35328793,P,-43.7420575,169.8856877,2020-01-26,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Marks Range MARKS9,L35328745,P,-43.956912,169.069861,2020-01-17,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Marks Range MARKS19,L35328748,P,-43.954386,169.105296,2020-01-17,,1.0,
South Island Wren,3.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Marks Range MARKS8,L35328744,P,-43.953883,169.066662,2020-01-17,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE11,L35328790,P,-43.742241,169.911945,2020-01-26,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Alba ALBA3,L35328726,P,-44.165945,168.960825,2020-01-14,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Copland COP15,L35328781,P,-43.655431,170.074265,2020-01-24,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Zeilian Creek Z14,L35328759,P,-43.870587,169.501788,2020-01-21,,1.0,
South Island Wren,3.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Zeilian Creek Z13,L35328772,P,-43.872031,169.497081,2020-01-21,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE19,L35328801,P,-43.7396231,169.8812691,2020-01-26,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE18,L35328793,P,-43.7420575,169.8856877,2020-01-24,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE3,L35328775,P,-43.735435,169.891913,2020-01-23,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE7,L35328776,P,-43.737958,169.903408,2020-01-26,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE11,L35328790,P,-43.742241,169.911945,2020-01-24,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE12,L35328791,P,-43.74079,169.909554,2020-01-26,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE10,L35328789,P,-43.739544,169.914285,2020-01-24,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Alba ALBA11,L35328723,P,-44.156168,168.968735,2020-01-13,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Copland COP11,L35328784,P,-43.652,170.068,2020-01-24,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE5,L35328786,P,-43.734166,169.904108,2020-01-24,,1.0,
South Island Wren,3.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Alba ALBA15,L35328724,P,-44.154843,168.963581,2020-01-13,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE2,L35328785,P,-43.736554,169.8885684,2020-01-26,,1.0,
South Island Wren,3.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE21,L35328795,P,-43.7450021,169.8817471,2020-01-26,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Copland COP9,L35328799,P,-43.649944,170.066605,2020-01-26,,1.0,
South Island Wren,3.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Zeilian Creek Z2,L35328762,P,-43.867035,169.476656,2020-01-21,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Alba ALBA14,L35328725,P,-44.150804,168.959576,2020-01-13,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Marks Range MARKS17,L35328749,P,-43.951913,169.094899,2020-01-18,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE14,L35328800,P,-43.7445219,169.8971715,2020-01-26,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Alba ALBA8,L35328720,P,-44.162742,168.971677,2020-01-15,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Marks Range MARKS8,L35328744,P,-43.953883,169.066662,2020-01-16,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Copland COP13,L35328796,P,-43.656046,170.068857,2020-01-26,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Alba ALBA15,L35328724,P,-44.154843,168.963581,2020-01-14,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Zeilian Creek Z10,L35328760,P,-43.869655,169.483754,2020-01-21,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE3,L35328775,P,-43.735435,169.891913,2020-01-26,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Zeilian Creek Z12,L35328758,P,-43.870457,169.497211,2020-01-21,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Zeilian Creek Z14,L35328759,P,-43.870587,169.501788,2020-01-19,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE9,L35328777,P,-43.737943,169.910854,2020-01-26,,1.0,
South Island Wren,2.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Mt Alba ALBA10,L35328738,P,-44.153859,168.969868,2020-01-15,,1.0,
South Island Wren,1.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Copland COP7,L35328798,P,-43.645138,170.062777,2020-01-26,,1.0,
South Island Wren,3.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,AI134,L13918269,P,-43.6358348,169.7527901,2020-01-09,,1.0,Seen and heard down line M & below plot
South Island Wren,6.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE20,L35328794,P,-43.74058,169.876761,2020-01-26,,1.0,
South Island Wren,6.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Zeilian Creek Z12,L35328758,P,-43.870457,169.497211,2020-01-19,,1.0,
South Island Wren,7.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Troyte TROYTE9,L35328777,P,-43.737943,169.910854,2020-01-23,,1.0,
South Island Wren,6.0,West Coast,NZ-WTC,Westland District,NZ-WTC-057,Marks Range MARKS3,L35328741,P,-43.955033,169.071789,2020-01-17,,1.0,
