POLITICAL_UNIT,NAME,WGMS_ID,EVENT_ID,EVENT_DATE,ET_SURGE,ET_CALVING,ET_FLOOD,ET_AVALANCHE,ET_TECTONIC,ET_OTHER,EVENT_DESCRIPTION,INVESTIGATOR,SPONS_AGENCY,REFERENCE,REMARKS
IS,HEINABERGSJOKULL,3085,4210,19359999,False,False,True,False,False,False,"In 1935, a GLOF took place in Heinabergsjokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,HEINABERGSJOKULL,3085,4211,19369999,False,False,True,False,False,False,"In 1936, a GLOF took place in Heinabergsjokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,HEINABERGSJOKULL,3085,4212,19379999,False,False,True,False,False,False,"In 1937, a GLOF took place in Heinabergsjokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,HEINABERGSJOKULL,3085,4213,19380705,False,False,True,False,False,False,"On July 5, 1938 a GLOF took place in Heinabergsjokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,HEINABERGSJOKULL,3085,4214,20020910,False,False,True,False,False,False,"On September 10, 2002 a GLOF took place in Heinabergsjokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,HOFFELLSJOKULL,3953,4215,19920920,False,False,True,False,False,False,"On September 20, 1992 a GLOF took place in Hoffellsjokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",Named Svínafellsjökull.
IS,HOFFELLSJOKULL,3953,4216,19991015,False,False,True,False,False,False,"On October 15, 1999 a GLOF took place in Hoffellsjokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",Named Svínafellsjökull.
IS,HOFSARJOKUL,23648,4217,20030731,False,False,True,False,False,False,"On July 31, 2003 a GLOF took place in Hofsarjokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,HOFSJOKULL ICE CAP,6830,4218,19910715,False,False,True,False,False,False,"On July 15, 1991 a GLOF took place in Hofsjokull Ice Cap.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,HOFSJOKULL ICE CAP,6830,4219,19980823,False,False,True,False,False,False,"On August 23, 1998 a GLOF took place in Hofsjokull Ice Cap.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,KALDALONSJOKULL,3095,21,19959999,True,False,False,False,False,False,A new surge started in 1995. The last surge in 1936–1940 resulted in a total advance of 200 m.,,,"WGMS (1998a): FoG 1990-1995 (Vol. VII), IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",
IS,KALDALONSJOKULL,3095,54,19959999,True,False,False,False,False,False,Surge-type activity started at the snout of the glacier in 1995 and continued throughout the period considered here with maximum in1996/1997. Total advance 1015 m.,,,"WGMS (1998a): FoG 1990-1995 (Vol. VII), IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",
IS,KALDALONSJOKULL,3095,55,19980901,False,False,True,False,False,False,In 1st or 2nd of September 1998 therewas a sudden jökulhlaup from the snout of Kaldalónsjökull accompaniedby a considerable debris slide. This did not seem to affect the slowsurge going on in the glacier at the time (see alsoLeirufjarðarjökull).,O. Sigurdsson,,"WGMS (2005b): FoG 1995-2000 (Vol. VIII), IUGG (CCS) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 288 pp.",
IS,KALDALONSJOKULL,3095,1346,19369999,True,False,False,False,False,False,Event description from Sevestre & Benn (2015): Reported surge in BH2003,,,"WGMS (1998a): FoG 1990-1995 (Vol. VII), IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",surge onset: 1934
IS,KALDALONSJOKULL,3095,1347,17419999,True,False,False,False,False,False,Event description from Sevestre & Benn (2015): Reported surge in BH2003,,,"WGMS (1998a): FoG 1990-1995 (Vol. VII), IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",
IS,KALDALONSJOKULL,3095,1348,18609999,True,False,False,False,False,False,Event description from Sevestre & Benn (2015): Reported surge in BH2003,,,"WGMS (1998a): FoG 1990-1995 (Vol. VII), IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",
IS,KOLDUKVISLARJ.,3096,1349,19759999,True,False,False,False,False,False,Event description from Sevestre & Benn (2015): Reported surge in BH2003,,,"Event description, Surge Diagnostic features and index based on BH2003,Var.NEA. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
IS,KOLDUKVISLARJ.,3096,1350,19929999,True,False,False,False,False,False,Event description from Sevestre & Benn (2015): Reported surge in BH2003,,,"Event description, Surge Diagnostic features and index based on BH2003,Var.NEA. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
IS,KOLDUKVISLARJ.,3096,4220,19899999,False,False,True,False,False,False,"In 1989, a GLOF took place in Koldukvislarjokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,KOLDUKVISLARJ.,3096,4221,19980823,False,False,True,False,False,False,"On August 23, 1998 a GLOF took place in Koldukvislarjokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,KOTARJOKULL,3906,4222,20000927,False,False,True,False,False,False,"On September 27, 2000 a GLOF took place in Kotarjokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,KOTLUJOKULL,3132,4223,19990929,False,False,True,False,False,False,"On September 29, 1999 a GLOF took place in Kotlujokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,KOTLUJOKULL,3132,4224,20000802,False,False,True,False,False,False,"On August 2, 2000 a GLOF took place in Kotlujokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,KOTLUJOKULL,3132,4225,20100306,False,False,True,False,False,False,"On March 6, 2010 a GLOF took place in Kotlujokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,KOTLUJOKULL,3132,4226,20100307,False,False,True,False,False,False,"On March 7, 2010 a GLOF took place in Kotlujokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,KOTLUJOKULL,3132,4227,20110709,False,False,True,False,False,False,"On July 9, 2011 a GLOF took place in Kotlujokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,KVERKJOKULL,3097,4228,19599999,False,False,True,False,False,False,"In 1959, a GLOF took place in Kverkjokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,KVERKJOKULL,3097,4229,19850130,False,False,True,False,False,False,"On January 30, 1985 a GLOF took place in Kverkjokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,KVERKJOKULL,3097,4230,19859999,False,False,True,False,False,False,"In 1985, a GLOF took place in Kverkjokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,KVERKJOKULL,3097,4231,19871114,False,False,True,False,False,False,"On November 14, 1987 a GLOF took place in Kverkjokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,KVERKJOKULL,3097,4232,19879999,False,False,True,False,False,False,"In 1987, a GLOF took place in Kverkjokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,KVERKJOKULL,3097,4233,19930524,False,False,True,False,False,False,"On May 24, 1993 a GLOF took place in Kverkjokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,KVERKJOKULL,3097,4234,19970928,False,False,True,False,False,False,"On September 28, 1997 a GLOF took place in Kverkjokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,KVERKJOKULL,3097,4235,19980799,False,False,True,False,False,False,"In July 1998, a GLOF took place in Kverkjokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,KVERKJOKULL,3097,4236,20020108,False,False,True,False,False,False,"On January 8, 2002 a GLOF took place in Kverkjokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,KVERKJOKULL,3097,4237,20130899,False,False,True,False,False,False,"In August 2013, a GLOF took place in Kverkjokull glacier.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,KVISLAJOKULL,3131,1360,19759999,True,False,False,False,False,False,,,,,
IS,KVISLAJOKULL,3131,1361,19209999,True,False,False,False,False,False,Event description from Sevestre & Benn (2015): Reported surge in BH2003,,,"Event description, Surge Diagnostic features and index based on BH2003. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
IS,LEIRUFJARDARJOKULL,3102,20,19959999,True,False,False,False,False,False,A new surge started in 1995. The last surge in 1936–1940 resulted in a total advance of 1000 m.,,,"WGMS (1998a): FoG 1990-1995 (Vol. VII), IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",
IS,LEIRUFJARDARJOKULL,3102,56,19959999,True,False,False,False,False,False,Surge-type activity started at the snout of the glacier in 1995and continued throughout the period considered here with maximum in1996 (see also Kaldalónsjökull). Total advance until fall 2000 1150 m.,,,"WGMS (1998a): FoG 1990-1995 (Vol. VII), IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",
IS,LEIRUFJARDARJOKULL,3102,1351,19429999,True,False,False,False,False,False,Event description from Sevestre & Benn (2015): Reported surge in BH2003,,,"WGMS (1998a): FoG 1990-1995 (Vol. VII), IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",surge onset: 1939
IS,LEIRUFJARDARJOKULL,3102,1352,17009999,True,False,False,False,False,False,Event description from Sevestre & Benn (2015): Reported surge in BH2003,,,"WGMS (1998a): FoG 1990-1995 (Vol. VII), IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",
IS,LEIRUFJARDARJOKULL,3102,1353,18409999,True,False,False,False,False,False,Event description from Sevestre & Benn (2015): Reported surge in BH2003,,,"WGMS (1998a): FoG 1990-1995 (Vol. VII), IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",
IS,MULAJOKULL,8286,1363,19249999,True,False,False,False,False,False,Event description from Sevestre & Benn (2015): Reported surge in BH2003 reported surge between 0.1 and 0.4km,,,"Event description, Surge Diagnostic features and index based on BH2003, EJ1963, EJ1964, SO1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
IS,MULAJOKULL,8286,1364,19549999,True,False,False,False,False,False,Event description from Sevestre & Benn (2015): Reported surge in BH2003 reported surge between 0.1 and 0.4km,,,"Event description, Surge Diagnostic features and index based on BH2003, EJ1963, EJ1964, SO1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
IS,MULAJOKULL,8286,1365,19669999,True,False,False,False,False,False,Event description from Sevestre & Benn (2015): Reported surge in BH2003 reported surge between 0.1 and 0.4km,,,"Event description, Surge Diagnostic features and index based on BH2003, EJ1963, EJ1964, SO1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
IS,MULAJOKULL,8286,1366,19719999,True,False,False,False,False,False,Event description from Sevestre & Benn (2015): Reported surge in BH2003 reported surge between 0.1 and 0.4km,,,"Event description, Surge Diagnostic features and index based on BH2003, EJ1963, EJ1964, SO1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
IS,MULAJOKULL,8286,1367,19799999,True,False,False,False,False,False,Event description from Sevestre & Benn (2015): Reported surge in BH2003 reported surge between 0.1 and 0.4km,,,"Event description, Surge Diagnostic features and index based on BH2003, EJ1963, EJ1964, SO1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
IS,MULAJOKULL,8286,1368,19869999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): Reported surge in BH2003 reported surge between 0.1 and 0.4km ""The glacier surged in 1985-1987 and was especially active in May 1986. The total advance amounted to 335 m at the measured site but the advance speed was not recorded and the dates of onset and termination are unknown. Previous surges had taken place in 1954, 1966 and 1972. Reference/important data source:Rist 1987."" WGMS1993b",,,"Event description, Surge Diagnostic features and index based on BH2003, EJ1963, EJ1964, SO1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
IS,MULAJOKULL,8286,1369,19929999,True,False,False,False,False,False,Event description from Sevestre & Benn (2015): Reported surge in BH2003 reported surge between 0.1 and 0.4km,,,"Event description, Surge Diagnostic features and index based on BH2003, EJ1963, EJ1964, SO1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
IS,MULAJOKULL,8286,1370,20029999,True,False,False,False,False,False,Event description from Sevestre & Benn (2015): Reported surge in BH2003 reported surge between 0.1 and 0.4km,,,"Event description, Surge Diagnostic features and index based on BH2003, EJ1963, EJ1964, SO1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
IS,MULAJOKULL S,3105,1,20099999,True,False,False,False,False,False,"In the year 2009 a small surge was noticed at the terminus of Múlajökull. The maximum advance was on the order of a few tens of meters (10 m at the front-variation measurement site). Previous surges during the monitoring period were in 1954, 1966, 1971, 1979, 1986, and 1992.",,,"WGMS (1998a): FoG 1990-1995 (Vol. VII), IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",
IS,MULAJOKULL S,3105,22,19929999,True,False,False,False,False,False,"Surges took place in 1954–1955, 1966, 1971–1972, 1979, 1986 and 1992–1993. Advances are typically between 50 and 400 m.",,,"WGMS (1998a): FoG 1990-1995 (Vol. VII), IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",
IS,MULAJOKULL S,3105,574,19869999,True,False,False,False,False,False,,,,"WGMS (1998a): FoG 1990-1995 (Vol. VII), IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",
IS,MULAJOKULL S,3105,575,19799999,True,False,False,False,False,False,,,,"WGMS (1998a): FoG 1990-1995 (Vol. VII), IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",
IS,MULAJOKULL S,3105,576,19719999,True,False,False,False,False,False,Surge took place from 1971-1972.,,,"WGMS (1998a): FoG 1990-1995 (Vol. VII), IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",
IS,MULAJOKULL S,3105,577,19669999,True,False,False,False,False,False,,,,"WGMS (1998a): FoG 1990-1995 (Vol. VII), IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",
IS,MULAJOKULL S,3105,578,19549999,True,False,False,False,False,False,Surge took place from 1954-1955.,,,"WGMS (1998a): FoG 1990-1995 (Vol. VII), IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",
IS,MYRDALSJOKULL ICE CAP,6832,4238,11799999,False,False,True,False,False,False,"In 1179, a GLOF took place in Myrdalsjokull Ice Cap.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,MYRDALSJOKULL ICE CAP,6832,4239,15809999,False,False,True,False,False,False,"In 1580, a GLOF took place in Myrdalsjokull Ice Cap.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,MYRDALSJOKULL ICE CAP,6832,4240,16129999,False,False,True,False,False,False,"In 1612, a GLOF took place in Myrdalsjokull Ice Cap.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,MYRDALSJOKULL ICE CAP,6832,4241,16259999,False,False,True,False,False,False,"In 1625, a GLOF took place in Myrdalsjokull Ice Cap.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,MYRDALSJOKULL ICE CAP,6832,4242,16609999,False,False,True,False,False,False,"In September 1660, a GLOF took place in Myrdalsjokull Ice Cap.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,MYRDALSJOKULL ICE CAP,6832,4243,17219999,False,False,True,False,False,False,"In 1721, a GLOF took place in Myrdalsjokull Ice Cap.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,MYRDALSJOKULL ICE CAP,6832,4244,17559999,False,False,True,False,False,False,"In 1755, a GLOF took place in Myrdalsjokull Ice Cap.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
IS,MYRDALSJOKULL ICE CAP,6832,4245,18609999,False,False,True,False,False,False,"In September 1860, a GLOF took place in Myrdalsjokull Ice Cap.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
